"X","Date","Team","Team.Location","Team.Score","Opponent","Opponent.Score","Team.Result"
11364,"12/10/15","Colgate","Home",90,"Utica",68,"Win"
11365,"12/10/15","Utica","Away",68,"Colgate",90,"Loss"
11366,"12/10/15","East Tennessee State","Home",98,"Milligan",47,"Win"
11367,"12/10/15","Cumberland","Away",53,"Lipscomb",83,"Loss"
11368,"12/10/15","Lipscomb","Home",83,"Cumberland",53,"Win"
11369,"12/11/15","South Carolina Upstate","Home",70,"North Greenville",58,"Win"
11370,"12/11/15","North Greenville","Away",58,"South Carolina Upstate",70,"Loss"
11371,"12/12/15","Belmont Abbey","Away",61,"North Carolina-Greensboro",84,"Loss"
11372,"12/12/15","North Florida","Home",117,"Coastal Georgia",71,"Win"
11373,"12/12/15","Coastal Georgia","Away",71,"North Florida",117,"Loss"
11374,"12/12/15","North Carolina-Greensboro","Home",84,"Belmont Abbey",61,"Win"
11375,"12/12/15","Williams Baptist","Away",66,"New Orleans",83,"Loss"
11376,"12/12/15","New Orleans","Home",83,"Williams Baptist",66,"Win"
11377,"12/12/15","Western Michigan","Home",101,"Marygrove",59,"Win"
11378,"12/12/15","Marygrove","Away",59,"Western Michigan",101,"Loss"
11379,"12/12/15","Santa Clara","Home",73,"Pacific Union",66,"Win"
11380,"12/12/15","Pacific Union","Away",66,"Santa Clara",73,"Loss"
11381,"12/12/15","Southern Utah","Home",79,"Bristol University",41,"Win"
11382,"12/12/15","Stephen F. Austin","Home",86,"Arkansas Tech",48,"Win"
11383,"12/12/15","Arkansas Tech","Away",48,"Stephen F. Austin",86,"Loss"
11384,"12/12/15","Bristol University","Away",41,"Southern Utah",79,"Loss"
11385,"12/12/15","Arkansas-Monticello","Away",71,"Arkansas State",104,"Loss"
11386,"12/12/15","Arkansas State","Home",104,"Arkansas-Monticello",71,"Win"
11387,"12/12/15","Schreiner","Away",46,"Abilene Christian",69,"Loss"
11388,"12/12/15","Abilene Christian","Home",69,"Schreiner",46,"Win"
11389,"12/12/15","Jackson State","Home",75,"Blue Mountain College",37,"Win"
11390,"12/12/15","Blue Mountain College","Away",37,"Jackson State",75,"Loss"
11391,"12/12/15","Tampa","Away",60,"Long Beach State",87,"Loss"
11392,"12/12/15","Long Beach State","Home",87,"Tampa",60,"Win"
11393,"12/12/15","Houston Baptist","Home",110,"Arlington Baptist",53,"Win"
11394,"12/12/15","Arlington Baptist","Away",53,"Houston Baptist",110,"Loss"
11395,"12/12/15","Hawaii Pacific","Away",71,"Hawaii",83,"Loss"
11396,"12/12/15","Hawaii","Home",83,"Hawaii Pacific",71,"Win"
11397,"12/13/15","Southern","Home",96,"Ecclesia",69,"Win"
11398,"12/13/15","Ecclesia","Away",69,"Southern",96,"Loss"
11399,"12/13/15","North Greenville","Away",52,"College of Charleston",89,"Loss"
11400,"12/13/15","Elon","Home",106,"Wesley",77,"Win"
11401,"12/13/15","Wesley","Away",77,"Elon",106,"Loss"
11402,"12/13/15","College of Charleston","Home",89,"North Greenville",52,"Win"
11403,"12/13/15","Judson","Away",74,"Milwaukee",125,"Loss"
11404,"12/13/15","Milwaukee","Home",125,"Judson",74,"Win"
11405,"12/13/15","High Point","Home",111,"Virginia Wise",74,"Win"
11406,"12/13/15","Virginia Wise","Away",74,"High Point",111,"Loss"
11407,"12/14/15","Le Tourneau","Away",54,"Sam Houston State",96,"Loss"
11408,"12/14/15","Sam Houston State","Home",96,"Le Tourneau",54,"Win"
11409,"12/14/15","Columbia International","Away",74,"Charleston Southern",107,"Loss"
11410,"12/14/15","Gonzaga","Home",86,"Saint Martin's",50,"Win"
11411,"12/14/15","Charleston Southern","Home",107,"Columbia International",74,"Win"
11412,"12/14/15","Blue Mountain College","Away",60,"Alcorn State",68,"Loss"
11413,"12/14/15","Alcorn State","Home",68,"Blue Mountain College",60,"Win"
11414,"12/14/15","Saint Martin's","Away",50,"Gonzaga",86,"Loss"
11415,"12/15/15","Ohio Dominican","Away",69,"Ohio",93,"Loss"
11416,"12/15/15","Ohio","Home",93,"Ohio Dominican",69,"Win"
11417,"12/15/15","Great Falls","Away",59,"Montana",79,"Loss"
11418,"12/15/15","Montana","Home",79,"Great Falls",59,"Win"
11419,"12/15/15","Geneva","Away",58,"Youngstown State",99,"Loss"
11420,"12/15/15","Youngstown State","Home",99,"Geneva",58,"Win"
11421,"12/15/15","Belmont","Home",80,"Ouachita",54,"Win"
11422,"12/15/15","Ouachita","Away",54,"Belmont",80,"Loss"
11423,"12/15/15","Incarnate Word","Home",97,"Our Lady of the Lake",99,"Loss"
11424,"12/15/15","Our Lady of the Lake","Away",99,"Incarnate Word",97,"Win"
11425,"12/16/15","Simpson","Away",71,"Nebraska-Omaha",81,"Loss"
11426,"12/16/15","Nebraska-Omaha","Home",81,"Simpson",71,"Win"
11427,"12/16/15","Texas-San Antonio","Home",75,"East Central",61,"Win"
11428,"12/16/15","East Central","Away",61,"Texas-San Antonio",75,"Loss"
11429,"12/16/15","Albany State (GA)","Away",69,"Stetson",95,"Loss"
11430,"12/16/15","Stetson","Home",95,"Albany State (GA)",69,"Win"
11431,"12/16/15","Johnson & Wales (NC)","Away",53,"Campbell",87,"Loss"
11432,"12/16/15","Campbell","Home",87,"Johnson & Wales (NC)",53,"Win"
11433,"12/16/15","Baylor","Home",104,"Hardin-Simmons",59,"Win"
11434,"12/16/15","Hardin-Simmons","Away",59,"Baylor",104,"Loss"
11435,"12/16/15","McNeese State","Home",77,"Louisiana State-Alexandria",72,"Win"
11436,"12/16/15","Louisiana State-Alexandria","Away",72,"McNeese State",77,"Loss"
11437,"12/16/15","Furman","Home",94,"Bluefield (WV)",46,"Win"
11438,"12/16/15","Bluefield (WV)","Away",46,"Furman",94,"Loss"
11439,"12/16/15","Indiana State","Home",75,"Illinois-Springfield",60,"Win"
11440,"12/16/15","Illinois-Springfield","Away",60,"Indiana State",75,"Loss"
11441,"12/17/15","St. Thomas (TX)","Away",54,"Rice",67,"Loss"
11442,"12/17/15","Rice","Home",67,"St. Thomas (TX)",54,"Win"
11443,"12/17/15","Bradley","Home",61,"Maryville (MO)",53,"Win"
11444,"12/17/15","Maryville (MO)","Away",53,"Bradley",61,"Loss"
11445,"12/17/15","North Dakota","Home",80,"Valley City State",59,"Win"
11446,"12/17/15","Valley City State","Away",59,"North Dakota",80,"Loss"
11447,"12/18/15","Mary Washington","Away",64,"William & Mary",94,"Loss"
11448,"12/18/15","William & Mary","Home",94,"Mary Washington",64,"Win"
11449,"12/18/15","UC-Irvine","Home",65,"Chapman",51,"Win"
11450,"12/18/15","Chapman","Away",51,"UC-Irvine",65,"Loss"
11451,"12/18/15","Central Baptist","Away",76,"Louisiana-Monroe",101,"Loss"
11452,"12/18/15","Louisiana-Monroe","Home",101,"Central Baptist",76,"Win"
11453,"12/18/15","Lamar","Home",80,"Jarvis Christian",56,"Win"
11454,"12/18/15","Gardner-Webb","Home",107,"Warren Wilson",62,"Win"
11455,"12/18/15","New Hope Christian","Away",54,"Idaho",127,"Loss"
11456,"12/18/15","Jarvis Christian","Away",56,"Lamar",80,"Loss"
11457,"12/18/15","Warren Wilson","Away",62,"Gardner-Webb",107,"Loss"
11458,"12/18/15","Idaho","Home",127,"New Hope Christian",54,"Win"
11459,"12/19/15","Ursinus","Away",66,"Pennsylvania",73,"Loss"
11460,"12/19/15","Presbyterian","Home",69,"Piedmont",65,"Win"
11461,"12/19/15","Piedmont","Away",65,"Presbyterian",69,"Loss"
11462,"12/19/15","Pennsylvania","Home",73,"Ursinus",66,"Win"
11463,"12/19/15","Rockhurst","Away",60,"Missouri-Kansas City",71,"Loss"
11464,"12/19/15","Missouri-Kansas City","Home",71,"Rockhurst",60,"Win"
11465,"12/19/15","Missouri Valley","Away",79,"Northwestern State",105,"Loss"
11466,"12/19/15","Northwestern State","Home",105,"Missouri Valley",79,"Win"
11467,"12/19/15","Vermont","Home",84,"Fisher College",37,"Win"
11468,"12/19/15","Fisher College","Away",37,"Vermont",84,"Loss"
11469,"12/19/15","Stephen F. Austin","Home",95,"Our Lady of the Lake",56,"Win"
11470,"12/19/15","Our Lady of the Lake","Away",56,"Stephen F. Austin",95,"Loss"
11471,"12/19/15","Cal State Bakersfield","Home",82,"Menlo",50,"Win"
11472,"12/19/15","Menlo","Away",50,"Cal State Bakersfield",82,"Loss"
11473,"12/20/15","Rio Grande","Away",47,"Towson",88,"Loss"
11474,"12/20/15","Towson","Home",88,"Rio Grande",47,"Win"
11475,"12/20/15","Cal State Northridge","Home",79,"Bethesda University (CA)",49,"Win"
11476,"12/20/15","Bethesda University (CA)","Away",49,"Cal State Northridge",79,"Loss"
11477,"12/20/15","Life Pacific","Away",48,"UC-Riverside",95,"Loss"
11478,"12/20/15","UC-Riverside","Home",95,"Life Pacific",48,"Win"
11479,"12/20/15","Green Bay","Home",108,"Wisconsin-Superior",57,"Win"
11480,"12/20/15","Wisconsin-Superior","Away",57,"Green Bay",108,"Loss"
11481,"12/21/15","Texas State","Home",92,"Howard Payne",43,"Win"
11482,"12/21/15","Howard Payne","Away",43,"Texas State",92,"Loss"
11483,"12/21/15","Texas-Arlington","Home",98,"Sul Ross State",40,"Win"
11484,"12/21/15","Sul Ross State","Away",40,"Texas-Arlington",98,"Loss"
11485,"12/21/15","Lamar","Home",86,"Texas Lutheran",69,"Win"
11486,"12/21/15","Texas Lutheran","Away",69,"Lamar",86,"Loss"
11487,"12/22/15","Northern Illinois","Home",85,"Roosevelt",52,"Win"
11488,"12/22/15","Roosevelt","Away",52,"Northern Illinois",85,"Loss"
11489,"12/22/15","San Jose State","Home",128,"Life Pacific",66,"Win"
11490,"12/22/15","Life Pacific","Away",66,"San Jose State",128,"Loss"
11491,"12/22/15","Montana Western","Away",43,"Montana",75,"Loss"
11492,"12/22/15","Montana","Home",75,"Montana Western",43,"Win"
11493,"12/22/15","Maryland-Eastern Shore","Home",115,"Central Pennsylvania College",86,"Win"
11494,"12/22/15","Alabama-Birmingham","Home",116,"Hiwassee",43,"Win"
11495,"12/22/15","Johnson & Wales","Away",56,"Air Force",80,"Loss"
11496,"12/22/15","Air Force","Home",80,"Johnson & Wales",56,"Win"
11497,"12/22/15","Hiwassee","Away",43,"Alabama-Birmingham",116,"Loss"
11498,"12/22/15","Purdue Calumet","Away",72,"Illinois-Chicago",91,"Loss"
11499,"12/22/15","Illinois-Chicago","Home",91,"Purdue Calumet",72,"Win"
11500,"12/22/15","Central Pennsylvania College","Away",86,"Maryland-Eastern Shore",115,"Loss"
11501,"12/22/15","Widener","Away",46,"Hartford",69,"Loss"
11502,"12/22/15","Hartford","Home",69,"Widener",46,"Win"
11503,"12/23/15","Indiana-Kokomo","Away",44,"Northern Kentucky",88,"Loss"
11504,"12/23/15","Northern Kentucky","Home",88,"Indiana-Kokomo",44,"Win"
11505,"12/27/15","Harris-Stowe","Away",84,"Southeast Missouri State",94,"Loss"
11506,"12/27/15","Southeast Missouri State","Home",94,"Harris-Stowe",84,"Win"
11507,"12/27/15","Central Pennsylvania College","Away",63,"Radford",123,"Loss"
11508,"12/27/15","Radford","Home",123,"Central Pennsylvania College",63,"Win"
11509,"12/27/15","Carroll","Away",38,"Stanford",83,"Loss"
11510,"12/27/15","Stanford","Home",83,"Carroll",38,"Win"
11511,"12/27/15","Pacific Union","Away",46,"Fresno State",89,"Loss"
11512,"12/27/15","Fresno State","Home",89,"Pacific Union",46,"Win"
11513,"12/28/15","Pacific Union","Away",49,"Sacramento State",78,"Loss"
11514,"12/28/15","Sacramento State","Home",78,"Pacific Union",49,"Win"
11515,"12/28/15","Multnomah","Away",47,"Weber State",114,"Loss"
11516,"12/28/15","Rio Grande","Away",84,"Winthrop",116,"Loss"
11517,"12/28/15","Winthrop","Home",116,"Rio Grande",84,"Win"
11518,"12/28/15","Western Kentucky","Home",93,"Brescia",66,"Win"
11519,"12/28/15","Weber State","Home",114,"Multnomah",47,"Win"
11520,"12/28/15","Brescia","Away",66,"Western Kentucky",93,"Loss"
11521,"12/28/15","College of Idaho","Away",74,"Utah",115,"Loss"
11522,"12/28/15","Utah","Home",115,"College of Idaho",74,"Win"
11523,"12/28/15","Boston University","Home",86,"Kean",53,"Win"
11524,"12/28/15","Kean","Away",53,"Boston University",86,"Loss"
11525,"12/28/15","Longwood","Home",90,"Cairn",52,"Win"
11526,"12/28/15","Cairn","Away",52,"Longwood",90,"Loss"
11527,"12/28/15","Hannibal-LaGrange","Away",53,"Eastern Illinois",78,"Loss"
11528,"12/28/15","Eastern Illinois","Home",78,"Hannibal-LaGrange",53,"Win"
11529,"12/28/15","High Point","Home",96,"Methodist",50,"Win"
11530,"12/28/15","Methodist","Away",50,"High Point",96,"Loss"
11531,"12/28/15","Middle Georgia State","Away",78,"Gardner-Webb",101,"Loss"
11532,"12/28/15","Gardner-Webb","Home",101,"Middle Georgia State",78,"Win"
11533,"12/29/15","Montreat","Away",68,"North Carolina Central",107,"Loss"
11534,"12/29/15","North Carolina Central","Home",107,"Montreat",68,"Win"
11535,"12/29/15","Oregon","Home",88,"Western Oregon",60,"Win"
11536,"12/29/15","Western Oregon","Away",60,"Oregon",88,"Loss"
11537,"12/29/15","Blue Mountain College","Away",61,"New Orleans",94,"Loss"
11538,"12/29/15","New Orleans","Home",94,"Blue Mountain College",61,"Win"
11539,"12/29/15","Miles","Away",76,"Samford",104,"Loss"
11540,"12/29/15","Samford","Home",104,"Miles",76,"Win"
11541,"12/29/15","Southeastern Oklahoma","Away",52,"Southern Mississippi",66,"Loss"
11542,"12/29/15","Southern Mississippi","Home",66,"Southeastern Oklahoma",52,"Win"
11543,"12/29/15","St. Andrews","Away",39,"Charleston Southern",92,"Loss"
11544,"12/29/15","Charleston Southern","Home",92,"St. Andrews",39,"Win"
11545,"12/29/15","Northwestern State","Away",92,"Centenary (LA)",69,"Win"
11546,"12/29/15","Regis","Away",53,"Colorado State",77,"Loss"
11547,"12/29/15","Colorado State","Home",77,"Regis",53,"Win"
11548,"12/29/15","Cedarville","Away",37,"Cleveland State",77,"Loss"
11549,"12/29/15","Cleveland State","Home",77,"Cedarville",37,"Win"
11550,"12/29/15","Air Force","Home",86,"Western State",66,"Win"
11551,"12/29/15","Western State","Away",66,"Air Force",86,"Loss"
11552,"12/29/15","Centenary (LA)","Home",69,"Northwestern State",92,"Loss"
11553,"12/29/15","Lamar","Home",97,"Howard Payne",74,"Win"
11554,"12/29/15","Howard Payne","Away",74,"Lamar",97,"Loss"
11555,"12/29/15","Ecclesia","Away",47,"Houston Baptist",101,"Loss"
11556,"12/29/15","Houston Baptist","Home",101,"Ecclesia",47,"Win"
11557,"12/30/15","New Mexico State","Home",81,"Arizona Christian",61,"Win"
11558,"12/30/15","Arizona Christian","Away",61,"New Mexico State",81,"Loss"
11559,"12/30/15","Northland","Away",47,"North Dakota State",105,"Loss"
11560,"12/30/15","North Dakota State","Home",105,"Northland",47,"Win"
11561,"12/30/15","Western Carolina","Home",82,"Mars Hill",62,"Win"
11562,"12/30/15","Mars Hill","Away",62,"Western Carolina",82,"Loss"
11563,"12/30/15","Virginia Military Institute","Home",72,"Bridgewater (VA)",37,"Win"
11564,"12/30/15","Bridgewater (VA)","Away",37,"Virginia Military Institute",72,"Loss"
11565,"12/30/15","South Carolina","Home",78,"Francis Marion",56,"Win"
11566,"12/30/15","Francis Marion","Away",56,"South Carolina",78,"Loss"
11567,"12/30/15","South Carolina Upstate","Home",88,"Lees-McRae",60,"Win"
11568,"12/30/15","Lees-McRae","Away",60,"South Carolina Upstate",88,"Loss"
11569,"12/30/15","Stetson","Home",93,"Florida Tech",83,"Win"
11570,"12/30/15","Florida Tech","Away",83,"Stetson",93,"Loss"
11571,"12/30/15","Fort Valley State","Away",89,"Alabama State",105,"Loss"
11572,"12/30/15","Alabama State","Home",105,"Fort Valley State",89,"Win"
11573,"12/30/15","Louisiana College","Away",69,"Alcorn State",81,"Loss"
11574,"12/30/15","Alcorn State","Home",81,"Louisiana College",69,"Win"
11575,"12/30/15","Hillsdale","Away",48,"Abilene Christian",90,"Loss"
11576,"12/30/15","Abilene Christian","Home",90,"Hillsdale",48,"Win"
11577,"12/30/15","Westminster (MO)","Away",61,"Austin Peay",112,"Loss"
11578,"12/30/15","Austin Peay","Home",112,"Westminster (MO)",61,"Win"
11579,"12/30/15","Trevecca Nazarene","Away",67,"Middle Tennessee",82,"Loss"
11580,"12/30/15","Middle Tennessee","Home",82,"Trevecca Nazarene",67,"Win"
11581,"12/30/15","Murray State","Home",101,"Brescia",75,"Win"
